<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RTSI,5,20200813,183500,1323.6000000,1323.6000000,1322.6200000,1322.7200000,9953352
RTSI,5,20200813,184000,1322.7000000,1323.0900000,1321.8500000,1322.0200000,13374645
RTSI,5,20200813,184500,1322.0200000,1322.0200000,1322.0200000,1322.0200000,1639
RTSI,5,20200813,185500,1326.1300000,1326.1300000,1326.1300000,1326.1300000,54262763
RTSI,5,20200814,100500,1327.3800000,1328.1400000,1323.3500000,1323.6800000,27530459
RTSI,5,20200814,101000,1323.5700000,1323.7700000,1319.8400000,1320.3600000,21662679
RTSI,5,20200814,101500,1320.3900000,1321.4700000,1319.4900000,1321.1000000,12967722
RTSI,5,20200814,102000,1321.1100000,1322.7100000,1320.1200000,1322.5400000,9739379
RTSI,5,20200814,102500,1322.5900000,1322.5900000,1321.2400000,1321.5600000,6678932
RTSI,5,20200814,103000,1321.5700000,1322.0000000,1320.9800000,1321.5800000,7711104
RTSI,5,20200814,103500,1321.5700000,1321.5800000,1319.2000000,1319.2500000,9881763
RTSI,5,20200814,104000,1319.1700000,1319.5800000,1318.8800000,1319.4200000,8258847
RTSI,5,20200814,104500,1319.4300000,1321.5600000,1318.5900000,1318.5900000,7673557
RTSI,5,20200814,105000,1318.7400000,1318.7900000,1315.3200000,1315.6300000,18617776
RTSI,5,20200814,105500,1315.7200000,1315.7200000,1313.9000000,1314.3900000,13500306
RTSI,5,20200814,110000,1314.3100000,1314.5700000,1313.3800000,1314.3300000,11271798
RTSI,5,20200814,110500,1314.1900000,1314.2700000,1313.1800000,1313.7100000,16362718
RTSI,5,20200814,111000,1313.7300000,1314.1500000,1312.1800000,1312.2300000,9699583
RTSI,5,20200814,111500,1312.2700000,1312.7500000,1310.8900000,1312.5700000,14526370
RTSI,5,20200814,112000,1312.5400000,1312.5400000,1309.5300000,1309.7200000,13917924
RTSI,5,20200814,112500,1309.7000000,1310.3400000,1308.8000000,1309.9200000,15941048
RTSI,5,20200814,113000,1309.9900000,1310.8500000,1308.7600000,1310.8500000,10658191
RTSI,5,20200814,113500,1310.6500000,1311.0000000,1310.1400000,1310.2000000,9737020
RTSI,5,20200814,114000,1310.1700000,1311.3300000,1309.5000000,1310.9300000,9911791
RTSI,5,20200814,114500,1310.9200000,1311.3800000,1310.5800000,1310.9500000,6544212
RTSI,5,20200814,115000,1310.9400000,1310.9400000,1308.6200000,1309.6900000,8279779
RTSI,5,20200814,115500,1309.7000000,1309.7800000,1308.7200000,1309.3400000,6138596
RTSI,5,20200814,120000,1309.3800000,1309.7000000,1308.6100000,1308.8500000,4734922
RTSI,5,20200814,120500,1308.7700000,1309.2500000,1306.3200000,1306.9600000,8865333
RTSI,5,20200814,121000,1307.0000000,1307.4600000,1306.3600000,1306.4200000,7215425
RTSI,5,20200814,121500,1306.4400000,1307.3400000,1306.0000000,1307.3300000,5856039
RTSI,5,20200814,122000,1307.3400000,1309.6600000,1307.2500000,1309.4200000,8244139
RTSI,5,20200814,122500,1309.4300000,1310.4700000,1308.9800000,1310.4700000,4827619
RTSI,5,20200814,123000,1310.4600000,1311.3100000,1309.8700000,1311.2200000,6031821
RTSI,5,20200814,123500,1311.2800000,1311.3800000,1310.1900000,1310.6100000,4666308
RTSI,5,20200814,124000,1310.6300000,1310.6300000,1309.0900000,1309.4400000,6217801
RTSI,5,20200814,124500,1309.4500000,1310.8600000,1309.3900000,1310.5500000,6123564
RTSI,5,20200814,125000,1310.4300000,1310.5000000,1309.3900000,1309.4800000,5584046
RTSI,5,20200814,125500,1309.4300000,1310.1500000,1309.2100000,1309.9700000,5746531
RTSI,5,20200814,130000,1309.9300000,1312.8700000,1309.9300000,1312.7300000,9654087
RTSI,5,20200814,130500,1312.8100000,1313.1300000,1311.9600000,1312.5500000,10103329
RTSI,5,20200814,131000,1312.5600000,1312.5900000,1310.9600000,1311.3200000,6504660
RTSI,5,20200814,131500,1311.3100000,1311.4800000,1310.3800000,1310.9800000,6365428
RTSI,5,20200814,132000,1310.9600000,1311.0000000,1309.9000000,1309.9300000,4827626
RTSI,5,20200814,132500,1309.9600000,1311.5100000,1309.9000000,1311.4200000,6970031
RTSI,5,20200814,133000,1311.3800000,1312.0000000,1311.2100000,1311.4000000,3593184
RTSI,5,20200814,133500,1311.4200000,1312.0100000,1310.9100000,1311.8700000,5912352
RTSI,5,20200814,134000,1311.8500000,1312.6100000,1311.6900000,1312.1500000,5039150
RTSI,5,20200814,134500,1312.1600000,1314.8000000,1312.1300000,1313.8700000,8008299
RTSI,5,20200814,135000,1313.8500000,1315.0400000,1313.8100000,1315.0400000,6652380
RTSI,5,20200814,135500,1315.0000000,1316.1200000,1314.8300000,1315.3700000,7725756
RTSI,5,20200814,140000,1315.4200000,1316.1000000,1315.2800000,1315.3400000,7480213
RTSI,5,20200814,140500,1315.3400000,1315.8600000,1315.3100000,1315.5500000,6889292
RTSI,5,20200814,141000,1315.5500000,1316.0100000,1314.2900000,1314.6900000,7184311
RTSI,5,20200814,141500,1314.6900000,1315.0500000,1314.4400000,1314.6600000,7096296
RTSI,5,20200814,142000,1314.6500000,1314.6700000,1313.3800000,1313.4000000,5607479
RTSI,5,20200814,142500,1313.4100000,1314.6300000,1313.3900000,1314.6200000,4443217
RTSI,5,20200814,143000,1314.6500000,1315.6800000,1314.6500000,1315.4800000,5186465
RTSI,5,20200814,143500,1315.5100000,1315.7100000,1314.9200000,1315.2200000,3531599
RTSI,5,20200814,144000,1315.2100000,1317.0000000,1315.1700000,1316.9800000,4790832
RTSI,5,20200814,144500,1316.9700000,1317.7800000,1316.9400000,1317.7800000,3653876
RTSI,5,20200814,145000,1317.7700000,1318.0200000,1317.4700000,1317.4700000,3147723
RTSI,5,20200814,145500,1317.4400000,1317.5000000,1316.0800000,1316.1000000,3966893
RTSI,5,20200814,150000,1316.0900000,1316.8000000,1316.0600000,1316.4700000,3137636
RTSI,5,20200814,150500,1316.4700000,1316.7500000,1315.6500000,1316.0500000,4577248
RTSI,5,20200814,151000,1316.0400000,1316.1300000,1315.2500000,1315.3100000,3599376
RTSI,5,20200814,151500,1315.3000000,1316.0000000,1315.1500000,1315.9000000,3879230
RTSI,5,20200814,152000,1315.9000000,1316.0700000,1314.4200000,1314.4200000,4567861
RTSI,5,20200814,152500,1314.4400000,1314.7000000,1313.3900000,1314.5600000,8518971
RTSI,5,20200814,153000,1314.5600000,1315.9600000,1314.5000000,1315.8500000,5506260
RTSI,5,20200814,153500,1315.8600000,1317.8600000,1315.7200000,1317.3700000,8564423
RTSI,5,20200814,154000,1317.4400000,1317.9100000,1316.1400000,1316.2200000,4070202
RTSI,5,20200814,154500,1316.1900000,1316.5300000,1314.8500000,1314.9900000,8128746
RTSI,5,20200814,155000,1315.0000000,1315.5100000,1314.7800000,1315.0300000,6360881
RTSI,5,20200814,155500,1315.0300000,1315.2900000,1314.7600000,1315.0600000,5878629
RTSI,5,20200814,160000,1315.0700000,1315.0700000,1313.9500000,1314.5200000,8407729
RTSI,5,20200814,160500,1314.5200000,1314.6800000,1312.8500000,1313.0100000,11929575
RTSI,5,20200814,161000,1312.8800000,1315.1800000,1312.6100000,1315.1800000,11814824
RTSI,5,20200814,161500,1315.1600000,1316.0100000,1314.4300000,1315.6100000,6557397
RTSI,5,20200814,162000,1315.5700000,1315.9200000,1315.2900000,1315.6800000,6080878
RTSI,5,20200814,162500,1315.6900000,1316.9200000,1315.6700000,1316.6100000,6210018
RTSI,5,20200814,163000,1316.6100000,1316.7400000,1315.7200000,1316.0700000,6267942
RTSI,5,20200814,163500,1316.0500000,1316.9500000,1315.5500000,1316.6400000,14892312
RTSI,5,20200814,164000,1316.6300000,1319.0700000,1316.5300000,1318.8600000,11190412
RTSI,5,20200814,164500,1318.8900000,1319.3900000,1318.0300000,1319.3500000,8477395
RTSI,5,20200814,165000,1319.3700000,1319.5800000,1318.0700000,1318.2400000,9205577
RTSI,5,20200814,165500,1318.2400000,1319.7700000,1318.2200000,1319.7700000,10115118
RTSI,5,20200814,170000,1319.7700000,1320.4000000,1319.4500000,1319.8800000,6125670
RTSI,5,20200814,170500,1319.9400000,1319.9800000,1318.6700000,1318.9400000,7084553
RTSI,5,20200814,171000,1318.9400000,1319.3900000,1318.5100000,1319.3400000,5121633
RTSI,5,20200814,171500,1319.3400000,1319.6100000,1317.0400000,1317.2100000,7461035
RTSI,5,20200814,172000,1317.3000000,1318.3400000,1316.9400000,1317.5800000,6381346
RTSI,5,20200814,172500,1317.6200000,1318.9500000,1317.6000000,1318.8600000,5286995
RTSI,5,20200814,173000,1318.9100000,1319.5000000,1318.2900000,1318.3000000,6480107
RTSI,5,20200814,173500,1318.2800000,1320.4700000,1318.2000000,1320.3800000,5992078
RTSI,5,20200814,174000,1320.4300000,1320.8200000,1319.4900000,1320.2700000,9769519
RTSI,5,20200814,174500,1320.3100000,1322.4800000,1320.2700000,1322.1700000,8129997
RTSI,5,20200814,175000,1322.2100000,1323.5600000,1322.2100000,1322.9200000,7470074
RTSI,5,20200814,175500,1322.9400000,1323.5500000,1322.8700000,1322.9100000,5863062
RTSI,5,20200814,180000,1322.9000000,1322.9900000,1321.6500000,1321.7200000,4938438
RTSI,5,20200814,180500,1321.7200000,1322.2100000,1321.1700000,1321.5500000,6513219
RTSI,5,20200814,181000,1321.5700000,1323.1500000,1321.5700000,1322.5400000,7519658
RTSI,5,20200814,181500,1322.5300000,1322.8000000,1321.6400000,1321.8100000,7243176
RTSI,5,20200814,182000,1321.8100000,1322.2600000,1321.5600000,1321.9300000,7313327
RTSI,5,20200814,182500,1321.9400000,1322.8200000,1321.9000000,1322.6000000,10120701
RTSI,5,20200814,183000,1322.6000000,1322.7500000,1322.0000000,1322.1000000,7979850
RTSI,5,20200814,183500,1322.1000000,1322.9700000,1322.1000000,1322.7600000,8668241
RTSI,5,20200814,184000,1322.7400000,1322.7900000,1322.2300000,1322.3600000,12607139
RTSI,5,20200814,184500,1322.3700000,1322.3700000,1322.3700000,1322.3700000,5668
RTSI,5,20200814,185500,1323.8000000,1323.8000000,1323.8000000,1323.8000000,25782147
RTSI,5,20200817,100500,1328.0300000,1330.7400000,1326.7700000,1330.7300000,36547704
RTSI,5,20200817,101000,1330.6100000,1331.4200000,1329.7900000,1330.1900000,26422066
RTSI,5,20200817,101500,1330.2100000,1330.8800000,1328.6300000,1330.3600000,24006699
RTSI,5,20200817,102000,1330.4300000,1331.7800000,1329.8400000,1330.9300000,14468246
RTSI,5,20200817,102500,1330.9500000,1332.8500000,1328.8700000,1332.8400000,17836155
RTSI,5,20200817,103000,1332.8800000,1335.5400000,1332.8800000,1335.4000000,17618712
RTSI,5,20200817,103500,1335.4200000,1336.5800000,1335.0800000,1336.4900000,19133080
RTSI,5,20200817,104000,1336.4600000,1336.5700000,1334.1100000,1334.1100000,10282635
RTSI,5,20200817,104500,1334.1300000,1334.3000000,1332.9900000,1333.1100000,11695741
RTSI,5,20200817,105000,1333.0100000,1333.7000000,1332.5000000,1333.0100000,13284858
RTSI,5,20200817,105500,1333.0500000,1333.0600000,1331.9800000,1332.0700000,10339086
RTSI,5,20200817,110000,1332.0700000,1332.8000000,1331.4200000,1331.9900000,10810451
RTSI,5,20200817,110500,1331.9800000,1332.3900000,1327.6700000,1328.0900000,14486035
RTSI,5,20200817,111000,1328.1400000,1328.1400000,1325.5900000,1326.6700000,13202297
RTSI,5,20200817,111500,1326.6200000,1328.7500000,1326.5000000,1327.8900000,10050208
RTSI,5,20200817,112000,1327.8800000,1329.8200000,1326.7900000,1329.1500000,10455580
RTSI,5,20200817,112500,1329.1400000,1329.4100000,1328.3900000,1328.4700000,5944399
RTSI,5,20200817,113000,1328.4500000,1328.6300000,1327.1300000,1327.6200000,7532278
RTSI,5,20200817,113500,1327.5900000,1327.9000000,1327.1200000,1327.2200000,7167661
RTSI,5,20200817,114000,1327.2200000,1327.2800000,1325.6300000,1326.3900000,6867124
RTSI,5,20200817,114500,1326.3100000,1328.1800000,1325.6800000,1327.9200000,6357280
RTSI,5,20200817,115000,1327.9200000,1327.9400000,1327.1400000,1327.4100000,5890551
RTSI,5,20200817,115500,1327.4600000,1327.6100000,1323.3600000,1323.3600000,10833381
RTSI,5,20200817,120000,1323.3700000,1324.6500000,1323.1300000,1324.0400000,7128080
RTSI,5,20200817,120500,1324.0400000,1325.1000000,1323.9700000,1324.6100000,8052461
RTSI,5,20200817,121000,1324.5400000,1324.5700000,1321.7300000,1322.6600000,11921351
RTSI,5,20200817,121500,1322.6600000,1323.5400000,1322.4800000,1323.4700000,6334088
RTSI,5,20200817,122000,1323.4700000,1323.5400000,1321.2900000,1322.1400000,11455742
RTSI,5,20200817,122500,1322.2200000,1322.8700000,1321.0400000,1321.7400000,6779127
RTSI,5,20200817,123000,1321.7400000,1323.5500000,1321.6900000,1323.3400000,5453948
RTSI,5,20200817,123500,1323.3500000,1324.3700000,1322.8600000,1324.0700000,6339608
RTSI,5,20200817,124000,1324.0300000,1324.0300000,1322.9400000,1323.4300000,5876122
RTSI,5,20200817,124500,1323.4100000,1323.4900000,1322.6200000,1322.9100000,6319443
RTSI,5,20200817,125000,1322.8200000,1322.9700000,1321.0000000,1321.0500000,6757824
RTSI,5,20200817,125500,1321.0400000,1321.0400000,1319.7000000,1320.0200000,10964119
RTSI,5,20200817,130000,1320.0300000,1320.5000000,1319.8000000,1320.3200000,4657335
RTSI,5,20200817,130500,1320.3000000,1320.5000000,1318.6500000,1318.8800000,7080616
RTSI,5,20200817,131000,1318.8800000,1319.4300000,1318.3300000,1319.3800000,4020173
RTSI,5,20200817,131500,1319.3800000,1320.4300000,1319.3600000,1319.6000000,5360256
RTSI,5,20200817,132000,1319.4800000,1319.6500000,1318.4600000,1319.6000000,4964759
RTSI,5,20200817,132500,1319.5700000,1320.1200000,1319.2000000,1319.9000000,4459436
RTSI,5,20200817,133000,1319.9200000,1320.4900000,1319.2400000,1319.3200000,6893687
RTSI,5,20200817,133500,1319.3200000,1319.4700000,1318.3400000,1318.3400000,3489783
RTSI,5,20200817,134000,1318.3600000,1318.8500000,1318.1500000,1318.6400000,3201255
RTSI,5,20200817,134500,1318.6300000,1318.8800000,1317.8900000,1317.9000000,4453320
RTSI,5,20200817,135000,1317.8700000,1317.8700000,1316.2400000,1317.0900000,5518646
RTSI,5,20200817,135500,1317.1300000,1317.1900000,1314.9200000,1315.1600000,7892368
RTSI,5,20200817,140000,1315.1900000,1315.2600000,1314.2000000,1314.3900000,5970902
RTSI,5,20200817,140500,1314.3400000,1314.6100000,1314.0700000,1314.5000000,4878075
RTSI,5,20200817,141000,1314.5000000,1314.5200000,1312.5100000,1312.8400000,6554704
RTSI,5,20200817,141500,1312.8900000,1312.8900000,1311.5300000,1311.7900000,4758072
RTSI,5,20200817,142000,1311.8000000,1313.0700000,1311.6000000,1312.5000000,8476054
RTSI,5,20200817,142500,1312.5200000,1312.8300000,1310.0800000,1310.1700000,13604392
RTSI,5,20200817,143000,1310.1300000,1310.5400000,1308.5900000,1310.4400000,17248398
RTSI,5,20200817,143500,1310.4500000,1311.2300000,1309.4600000,1310.6500000,9408623
RTSI,5,20200817,144000,1310.7100000,1311.7100000,1310.6200000,1310.8400000,4730038
RTSI,5,20200817,144500,1310.8400000,1310.8500000,1308.9100000,1310.6300000,10908110
RTSI,5,20200817,145000,1310.6100000,1310.6100000,1308.2100000,1309.1300000,8846426
RTSI,5,20200817,145500,1309.1400000,1309.1400000,1305.5000000,1308.3200000,31373947
RTSI,5,20200817,150000,1308.1200000,1309.0600000,1307.2500000,1307.3600000,11059814
RTSI,5,20200817,150500,1307.2600000,1307.2700000,1305.9100000,1307.1600000,12316244
RTSI,5,20200817,151000,1307.2400000,1308.1500000,1307.2300000,1307.7600000,9120479
RTSI,5,20200817,151500,1307.8000000,1308.1100000,1306.9800000,1308.0800000,13460936
RTSI,5,20200817,152000,1308.1100000,1309.0300000,1306.8500000,1309.0100000,9907888
RTSI,5,20200817,152500,1309.0100000,1309.1200000,1307.2600000,1307.5700000,9455901
RTSI,5,20200817,153000,1307.5200000,1308.5600000,1307.3500000,1307.6600000,13269500
RTSI,5,20200817,153500,1307.6500000,1307.7400000,1306.4700000,1306.9200000,11109394
RTSI,5,20200817,154000,1306.8900000,1307.5300000,1306.2500000,1306.4100000,11067443
RTSI,5,20200817,154500,1306.4100000,1307.9300000,1306.3900000,1307.8800000,5977843
RTSI,5,20200817,155000,1307.8300000,1307.8800000,1305.9100000,1305.9800000,7482628
RTSI,5,20200817,155500,1305.7700000,1305.8300000,1301.9400000,1302.0800000,35263659
RTSI,5,20200817,160000,1302.0000000,1302.7100000,1301.0300000,1301.2000000,19179905
RTSI,5,20200817,160500,1301.2100000,1304.6900000,1301.1300000,1304.3800000,20993969
RTSI,5,20200817,161000,1304.3800000,1305.5500000,1303.9600000,1305.1900000,12091498
RTSI,5,20200817,161500,1305.1300000,1305.1700000,1304.2500000,1304.5100000,9156181
RTSI,5,20200817,162000,1304.4900000,1306.2900000,1304.3700000,1306.0400000,7974023
RTSI,5,20200817,162500,1306.0500000,1306.4400000,1305.5800000,1306.4400000,7146162
RTSI,5,20200817,163000,1306.5100000,1308.0800000,1306.3600000,1307.5500000,13782929
RTSI,5,20200817,163500,1307.5300000,1308.6200000,1306.1100000,1308.3900000,15844088
RTSI,5,20200817,164000,1308.4600000,1309.6700000,1308.4300000,1309.3200000,15790445
RTSI,5,20200817,164500,1309.3800000,1311.3300000,1309.2600000,1309.9700000,13627502
RTSI,5,20200817,165000,1309.9400000,1310.0800000,1309.0100000,1309.4300000,9436058
RTSI,5,20200817,165500,1309.4400000,1312.0300000,1309.4400000,1310.8300000,10175661
RTSI,5,20200817,170000,1310.8200000,1310.8500000,1309.0100000,1309.2900000,7450533
RTSI,5,20200817,170500,1309.2500000,1310.2600000,1308.5100000,1308.6600000,10314604
RTSI,5,20200817,171000,1308.6000000,1308.6300000,1307.2300000,1308.2700000,11487639
RTSI,5,20200817,171500,1308.3700000,1309.0800000,1307.3500000,1307.6700000,10622509
RTSI,5,20200817,172000,1307.7000000,1308.5100000,1307.4200000,1307.9400000,6678067
RTSI,5,20200817,172500,1307.9300000,1311.0200000,1307.9100000,1310.9300000,13437861
RTSI,5,20200817,173000,1310.8900000,1311.1100000,1309.5600000,1310.2200000,15405547
RTSI,5,20200817,173500,1310.3100000,1310.8000000,1309.8400000,1309.8800000,15091301
RTSI,5,20200817,174000,1309.9200000,1310.7100000,1308.5600000,1308.5900000,7733237
RTSI,5,20200817,174500,1308.5700000,1309.9400000,1308.3400000,1309.8100000,9179158
RTSI,5,20200817,175000,1309.7900000,1310.3500000,1308.1500000,1308.2600000,11761567
RTSI,5,20200817,175500,1308.3200000,1309.9200000,1308.0400000,1309.9000000,10492691
RTSI,5,20200817,180000,1309.9300000,1310.3400000,1308.7100000,1309.5800000,7787260
RTSI,5,20200817,180500,1309.5700000,1309.9000000,1308.8500000,1309.4000000,10376966
RTSI,5,20200817,181000,1309.3800000,1309.4100000,1307.7500000,1308.8000000,8102309
RTSI,5,20200817,181500,1308.7800000,1309.6800000,1308.7100000,1309.1900000,9439703
RTSI,5,20200817,182000,1309.2400000,1309.8900000,1308.6900000,1309.7800000,9627961
RTSI,5,20200817,182500,1309.7600000,1309.7600000,1308.7600000,1308.8100000,8381206
RTSI,5,20200817,183000,1308.7900000,1309.4700000,1308.5900000,1309.3000000,8312187
RTSI,5,20200817,183500,1309.3200000,1309.7200000,1308.8800000,1308.9000000,7852702
RTSI,5,20200817,184000,1308.9000000,1309.3900000,1308.1700000,1308.8000000,13764471
RTSI,5,20200817,184500,1308.7900000,1308.7900000,1308.7900000,1308.7900000,0
RTSI,5,20200817,185500,1308.7100000,1308.7100000,1308.7100000,1308.7100000,14382942
RTSI,5,20200818,100500,1306.2300000,1310.0400000,1305.2100000,1305.9100000,26114658
RTSI,5,20200818,101000,1305.8000000,1306.7400000,1303.3000000,1306.7400000,23363977
RTSI,5,20200818,101500,1306.9100000,1312.1000000,1305.8300000,1311.6000000,18175001
RTSI,5,20200818,102000,1311.5400000,1311.8200000,1309.2500000,1310.8000000,13225586
RTSI,5,20200818,102500,1310.7700000,1311.6700000,1309.5100000,1311.3800000,9553186
RTSI,5,20200818,103000,1311.3600000,1314.4800000,1311.3600000,1314.3800000,13109701
RTSI,5,20200818,103500,1314.3400000,1314.8100000,1313.5300000,1314.4000000,9272540
RTSI,5,20200818,104000,1314.3800000,1316.1400000,1314.3800000,1315.8300000,12636825
RTSI,5,20200818,104500,1315.8400000,1315.8400000,1313.8700000,1314.2000000,12855829
RTSI,5,20200818,105000,1314.2300000,1315.8200000,1314.1400000,1315.7500000,6887609
RTSI,5,20200818,105500,1315.7400000,1315.9900000,1314.3400000,1315.1300000,5791022
RTSI,5,20200818,110000,1315.1500000,1316.3100000,1315.1500000,1315.6100000,9217921
RTSI,5,20200818,110500,1315.5900000,1317.6100000,1314.8800000,1317.3500000,14213562
RTSI,5,20200818,111000,1317.3000000,1318.3800000,1316.6600000,1318.1700000,15872807
RTSI,5,20200818,111500,1318.2100000,1319.2300000,1318.1400000,1318.4200000,11017469
RTSI,5,20200818,112000,1318.3700000,1321.1800000,1318.3600000,1320.6900000,15767123
RTSI,5,20200818,112500,1320.7400000,1320.8600000,1319.7800000,1320.0300000,10379363
RTSI,5,20200818,113000,1320.0100000,1320.8500000,1319.3400000,1319.5400000,6377960
RTSI,5,20200818,113500,1319.4200000,1321.1200000,1319.4200000,1319.5400000,6226156
RTSI,5,20200818,114000,1319.5200000,1319.8800000,1319.0800000,1319.4800000,7934189
RTSI,5,20200818,114500,1319.4400000,1319.7400000,1318.4300000,1319.4300000,7095830
RTSI,5,20200818,115000,1319.4300000,1319.8800000,1318.8700000,1318.9100000,4010956
RTSI,5,20200818,115500,1318.9100000,1319.1600000,1318.1300000,1318.9000000,6042005
RTSI,5,20200818,120000,1318.9400000,1320.0300000,1318.9300000,1319.2000000,4538944
RTSI,5,20200818,120500,1319.1900000,1319.4700000,1318.0400000,1318.1000000,5006894
RTSI,5,20200818,121000,1318.1200000,1318.6200000,1317.9800000,1318.1600000,4065417
RTSI,5,20200818,121500,1318.2000000,1319.7200000,1318.1900000,1319.6700000,4501843
RTSI,5,20200818,122000,1319.7100000,1320.1800000,1318.6600000,1318.9700000,3772773
RTSI,5,20200818,122500,1319.0400000,1319.4500000,1318.7600000,1319.3400000,4857183
RTSI,5,20200818,123000,1319.3600000,1319.8500000,1319.1700000,1319.3200000,5097729
RTSI,5,20200818,123500,1319.2600000,1319.3100000,1318.3600000,1318.4500000,6453362
RTSI,5,20200818,124000,1318.4400000,1319.6900000,1317.7500000,1317.7800000,7852659
RTSI,5,20200818,124500,1317.7900000,1318.3100000,1317.4300000,1317.5200000,4796522
RTSI,5,20200818,125000,1317.4000000,1317.4000000,1316.1200000,1316.9800000,5176758
RTSI,5,20200818,125500,1316.9600000,1316.9600000,1315.7900000,1315.8500000,4468817
RTSI,5,20200818,130000,1315.8500000,1317.3000000,1315.8000000,1317.3000000,5175968
RTSI,5,20200818,130500,1317.3100000,1318.3800000,1317.2800000,1318.1100000,3297612
RTSI,5,20200818,131000,1318.1100000,1319.6600000,1318.1100000,1319.6600000,3891774
RTSI,5,20200818,131500,1319.6800000,1320.1100000,1319.1000000,1319.3700000,4402590
RTSI,5,20200818,132000,1319.3700000,1320.2200000,1319.0400000,1320.1800000,3033882
RTSI,5,20200818,132500,1320.1800000,1320.8400000,1319.7400000,1319.8100000,3168494
RTSI,5,20200818,133000,1319.8100000,1319.9000000,1318.8500000,1319.3300000,2738125
RTSI,5,20200818,133500,1319.3300000,1319.7900000,1318.2900000,1318.8400000,3375034
RTSI,5,20200818,134000,1318.9000000,1319.5000000,1318.7800000,1319.2300000,2500494
RTSI,5,20200818,134500,1319.2400000,1319.3900000,1318.7300000,1318.7800000,2882721
RTSI,5,20200818,135000,1318.8000000,1319.4000000,1318.8000000,1319.1700000,3623892
RTSI,5,20200818,135500,1319.1200000,1319.7200000,1319.0900000,1319.3200000,4114749
RTSI,5,20200818,140000,1319.3500000,1320.2200000,1319.3500000,1320.1900000,3378872
RTSI,5,20200818,140500,1320.2600000,1320.7400000,1320.1500000,1320.3700000,2878614
RTSI,5,20200818,141000,1320.3700000,1320.4300000,1319.0900000,1319.1100000,3791866
RTSI,5,20200818,141500,1319.0700000,1319.1700000,1318.1600000,1318.6800000,2408230
RTSI,5,20200818,142000,1318.7400000,1318.9900000,1317.8900000,1317.9300000,2929319
RTSI,5,20200818,142500,1317.9100000,1317.9100000,1317.1600000,1317.6700000,3406728
RTSI,5,20200818,143000,1317.7100000,1318.0000000,1316.9800000,1317.2700000,4435179
RTSI,5,20200818,143500,1317.2800000,1317.5300000,1317.1100000,1317.2000000,3059629
RTSI,5,20200818,144000,1317.1500000,1317.6200000,1316.5200000,1317.5700000,3743179
RTSI,5,20200818,144500,1317.5400000,1319.1300000,1317.5400000,1318.6600000,5725973
RTSI,5,20200818,145000,1318.6500000,1319.3900000,1318.1800000,1318.5600000,3566794
RTSI,5,20200818,145500,1318.5600000,1319.0100000,1317.4500000,1317.4800000,3328490
RTSI,5,20200818,150000,1317.4800000,1317.4900000,1316.8600000,1317.2000000,3935616
RTSI,5,20200818,150500,1317.2000000,1318.2900000,1317.1600000,1317.8900000,3665087
RTSI,5,20200818,151000,1317.8700000,1318.7800000,1317.6800000,1318.4300000,2781932
RTSI,5,20200818,151500,1318.4200000,1319.4200000,1318.3200000,1319.3500000,4765653
RTSI,5,20200818,152000,1319.3500000,1319.8300000,1318.8800000,1319.0000000,3620976
RTSI,5,20200818,152500,1318.9700000,1319.4300000,1318.4500000,1318.4500000,3613807
RTSI,5,20200818,153000,1318.4200000,1319.5700000,1318.0500000,1319.5700000,4498489
RTSI,5,20200818,153500,1319.6100000,1320.1700000,1319.4000000,1319.8600000,6605413
RTSI,5,20200818,154000,1319.8300000,1320.5900000,1319.3800000,1320.4600000,8295558
RTSI,5,20200818,154500,1320.4800000,1320.6000000,1318.8800000,1318.8800000,5742785
RTSI,5,20200818,155000,1318.9100000,1319.5100000,1318.6900000,1318.7500000,5438915
RTSI,5,20200818,155500,1318.7700000,1319.1100000,1317.2600000,1317.5600000,5746292
RTSI,5,20200818,160000,1317.5500000,1317.6700000,1316.4000000,1316.6800000,5487705
RTSI,5,20200818,160500,1316.5700000,1317.4300000,1316.1100000,1317.1500000,5675173
RTSI,5,20200818,161000,1317.1400000,1317.2200000,1315.1300000,1315.1400000,6072130
RTSI,5,20200818,161500,1315.1700000,1315.8300000,1313.6000000,1314.5400000,7225570
RTSI,5,20200818,162000,1314.5100000,1316.4600000,1314.2800000,1316.4200000,6309073
RTSI,5,20200818,162500,1316.4100000,1317.0000000,1315.6300000,1315.9400000,6372992
RTSI,5,20200818,163000,1315.9900000,1317.8800000,1315.9400000,1317.8100000,8814671
RTSI,5,20200818,163500,1317.8100000,1319.8400000,1317.7400000,1318.3500000,11717300
RTSI,5,20200818,164000,1318.3300000,1319.1800000,1317.2900000,1318.3200000,11530627
RTSI,5,20200818,164500,1318.2800000,1318.9600000,1318.0100000,1318.4000000,7235098
RTSI,5,20200818,165000,1318.4100000,1322.7000000,1318.3300000,1322.7000000,12150551
RTSI,5,20200818,165500,1322.6600000,1322.9900000,1319.7100000,1319.7100000,6684010
RTSI,5,20200818,170000,1319.7100000,1320.4200000,1318.8200000,1319.5000000,5960098
RTSI,5,20200818,170500,1319.5600000,1320.0900000,1318.8300000,1319.5600000,7297520
RTSI,5,20200818,171000,1319.5800000,1320.0800000,1315.1800000,1315.2200000,12297797
RTSI,5,20200818,171500,1315.0900000,1315.6700000,1314.6300000,1315.4500000,9845583
